filepath,label
data/raw/not_skin/not_skin_2204.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0027480.jpg,skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-68.jpg,skin
data/raw/not_skin/not_skin_2453.jpg,not_skin
data/raw/not_skin/not_skin_0139.jpg,not_skin
data/raw/not_skin/not_skin_0554.jpg,not_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/follicular-mucinosis-2.jpg,skin
data/raw/not_skin/not_skin_2133.jpg,not_skin
data/raw/dermnet/train/Vasculitis Photos/vasculitis-104.jpg,skin
data/raw/dermnet/train/Eczema Photos/pompholyx-29.jpg,skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0024809.jpg,skin
data/raw/dermnet/test/Lupus and other Connective Tissue diseases/dermatomyositis-31.jpg,skin
data/raw/dermnet/train/Exanthems and Drug Eruptions/fixed-drug-eruption-33.jpg,skin
data/raw/not_skin/not_skin_1549.jpg,not_skin
data/raw/not_skin/not_skin_1178.jpg,not_skin
data/raw/not_skin/not_skin_0913.jpg,not_skin
data/raw/not_skin/not_skin_1899.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0026262.jpg,skin
data/raw/dermnet/train/Eczema Photos/eczema-lids-2.jpg,skin
data/raw/dermnet/train/Bullous Disease Photos/dariers-disease-34.jpg,skin
data/raw/dermnet/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-13.jpg,skin
data/raw/not_skin/not_skin_0728.jpg,not_skin
data/raw/not_skin/not_skin_2227.jpg,not_skin
data/raw/not_skin/not_skin_1420.jpg,not_skin
data/raw/not_skin/not_skin_0915.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0025114.jpg,skin
data/raw/dermnet/train/Nail Fungus and other Nail Disease/trauma-147.jpg,skin
data/raw/not_skin/not_skin_2693.jpg,not_skin
data/raw/not_skin/not_skin_0495.jpg,not_skin
data/raw/dermnet/train/Bullous Disease Photos/bullous-pemphigoid-25.jpg,skin
data/raw/not_skin/not_skin_2023.jpg,not_skin
data/raw/not_skin/not_skin_2836.jpg,not_skin
data/raw/dermnet/train/Eczema Photos/id-reaction-5.jpg,skin
data/raw/not_skin/not_skin_0335.jpg,not_skin
data/raw/not_skin/not_skin_2943.jpg,not_skin
data/raw/dermnet/train/Herpes HPV and other STDs Photos/molluscum-contagiosum-31.jpg,skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-cystic-29.jpg,skin
data/raw/not_skin/not_skin_1944.jpg,not_skin
data/raw/not_skin/not_skin_0175.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0027385.jpg,skin
data/raw/not_skin/not_skin_0401.jpg,not_skin
data/raw/dermnet/train/Light Diseases and Disorders of Pigmentation/porphyrias-65.jpg,skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-flat-36.jpg,skin
data/raw/not_skin/not_skin_2402.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0032589.jpg,skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-104.jpg,skin
data/raw/not_skin/not_skin_2419.jpg,not_skin
data/raw/not_skin/not_skin_1695.jpg,not_skin
data/raw/not_skin/not_skin_2246.jpg,not_skin
data/raw/dermnet/train/Exanthems and Drug Eruptions/drug-eruptions-58.jpg,skin
data/raw/dermnet/train/Light Diseases and Disorders of Pigmentation/piebaldism-6.jpg,skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-144.jpg,skin
data/raw/dermnet/test/Atopic Dermatitis Photos/03DermatitisLids1.jpg,skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/herpes-cutaneous-93.jpg,skin
data/raw/dermnet/train/Tinea Ringworm Candidiasis and other Fungal Infections/tinea-foot-dorsum-27.jpg,skin
data/raw/not_skin/not_skin_2233.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0031276.jpg,skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/keloids-3.jpg,skin
data/raw/dermnet/train/Scabies Lyme Disease and other Infestations and Bites/biting-insects-28.jpg,skin
data/raw/not_skin/not_skin_2270.jpg,not_skin
data/raw/not_skin/not_skin_1803.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0028364.jpg,skin
data/raw/dermnet/test/Bullous Disease Photos/bullous-pemphigoid-45.jpg,skin
data/raw/not_skin/not_skin_2561.jpg,not_skin
data/raw/dermnet/train/Light Diseases and Disorders of Pigmentation/idiopathic-guttate-hypomelanosis-1.jpg,skin
data/raw/not_skin/not_skin_2532.jpg,not_skin
data/raw/dermnet/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lid-19.jpg,skin
data/raw/not_skin/not_skin_1370.jpg,not_skin
data/raw/not_skin/not_skin_2794.jpg,not_skin
data/raw/not_skin/not_skin_1429.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0028936.jpg,skin
data/raw/not_skin/not_skin_1633.jpg,not_skin
data/raw/not_skin/not_skin_2825.jpg,not_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Palm-Soles-3.jpg,skin
data/raw/not_skin/not_skin_2099.jpg,not_skin
data/raw/dermnet/train/Exanthems and Drug Eruptions/enterovirus-22.jpg,skin
data/raw/not_skin/not_skin_1114.jpg,not_skin
data/raw/not_skin/not_skin_2587.jpg,not_skin
data/raw/dermnet/train/Systemic Disease/granuloma-annulare-143.jpg,skin
data/raw/not_skin/not_skin_1547.jpg,not_skin
data/raw/dermnet/train/Tinea Ringworm Candidiasis and other Fungal Infections/intertrigo-77.jpg,skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/warts-flat-21.jpg,skin
data/raw/dermnet/test/Poison Ivy Photos and other Contact Dermatitis/rhus-dermatitis-76.jpg,skin
data/raw/not_skin/not_skin_2530.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0030052.jpg,skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0028941.jpg,skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0024642.jpg,skin
data/raw/dermnet/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-34.jpg,skin
data/raw/not_skin/not_skin_1437.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0028092.jpg,skin
data/raw/not_skin/not_skin_1147.jpg,not_skin
data/raw/not_skin/not_skin_0350.jpg,not_skin
data/raw/not_skin/not_skin_0402.jpg,not_skin
data/raw/not_skin/not_skin_1826.jpg,not_skin
data/raw/not_skin/not_skin_1187.jpg,not_skin
data/raw/not_skin/not_skin_0240.jpg,not_skin
data/raw/not_skin/not_skin_1813.jpg,not_skin
data/raw/dermnet/train/Nail Fungus and other Nail Disease/psoriasis-102.jpg,skin
data/raw/not_skin/not_skin_0111.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0027962.jpg,skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0032542.jpg,skin
data/raw/dermnet/train/Nail Fungus and other Nail Disease/alopecia-areata-79.jpg,skin
data/raw/dermnet/train/Tinea Ringworm Candidiasis and other Fungal Infections/tinea-laboratory-75.jpg,skin
data/raw/not_skin/not_skin_2954.jpg,not_skin
data/raw/not_skin/not_skin_1177.jpg,not_skin
data/raw/dermnet/train/Vascular Tumors/venous-malformations-54.jpg,skin
data/raw/dermnet/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-hand-arm-5.jpg,skin
data/raw/not_skin/not_skin_1946.jpg,not_skin
data/raw/not_skin/not_skin_1304.jpg,not_skin
data/raw/dermnet/test/Acne and Rosacea Photos/rosacea-17.jpg,skin
data/raw/not_skin/not_skin_1190.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0029641.jpg,skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0033882.jpg,skin
data/raw/not_skin/not_skin_2263.jpg,not_skin
data/raw/not_skin/not_skin_2299.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0027319.jpg,skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0032251.jpg,skin
data/raw/dermnet/train/Herpes HPV and other STDs Photos/bowenoid-papulosis-9.jpg,skin
data/raw/not_skin/not_skin_0542.jpg,not_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-cryotherapy-14.jpg,skin
data/raw/dermnet/train/Eczema Photos/eczema-penis-1.jpg,skin
data/raw/not_skin/not_skin_0966.jpg,not_skin
data/raw/dermnet/train/Acne and Rosacea Photos/perioral-dermatitis-82.jpg,skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Cellulitis-3.jpg,skin
data/raw/dermnet/test/Herpes HPV and other STDs Photos/pearly-penile-papules-1.jpg,skin
data/raw/not_skin/not_skin_2377.jpg,not_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/epidermal-nevus-21.jpg,skin
data/raw/dermnet/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-13.jpg,skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0024556.jpg,skin
data/raw/not_skin/not_skin_0406.jpg,not_skin
data/raw/not_skin/not_skin_2898.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0025658.jpg,skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0033342.jpg,skin
data/raw/not_skin/not_skin_1830.jpg,not_skin
data/raw/not_skin/not_skin_0551.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0025708.jpg,skin
data/raw/dermnet/test/Hair Loss Photos Alopecia and other Hair Diseases/alopecia-areata-103.jpg,skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-102.jpg,skin
data/raw/dermnet/train/Vasculitis Photos/Atypical-Pyoderma-Gangrenosum-1.jpg,skin
data/raw/not_skin/not_skin_1225.jpg,not_skin
data/raw/not_skin/not_skin_2663.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0027670.jpg,skin
data/raw/not_skin/not_skin_0817.jpg,not_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-11.jpg,skin
data/raw/not_skin/not_skin_1405.jpg,not_skin
data/raw/not_skin/not_skin_0992.jpg,not_skin
data/raw/dermnet/train/Eczema Photos/pompholyx-15.jpg,skin
data/raw/not_skin/not_skin_0787.jpg,not_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-22.jpg,skin
data/raw/dermnet/train/Vascular Tumors/angiokeratomas-32.jpg,skin
data/raw/not_skin/not_skin_1085.jpg,not_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-periungual-20.jpg,skin
data/raw/not_skin/not_skin_1055.jpg,not_skin
data/raw/not_skin/not_skin_1466.jpg,not_skin
data/raw/dermnet/train/Systemic Disease/xanthomas-52.jpg,skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0030639.jpg,skin
data/raw/not_skin/not_skin_0537.jpg,not_skin
data/raw/not_skin/not_skin_1423.jpg,not_skin
data/raw/dermnet/train/Eczema Photos/Dyshidrosis-24.jpg,skin
data/raw/not_skin/not_skin_0424.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0026533.jpg,skin
data/raw/not_skin/not_skin_0383.jpg,not_skin
data/raw/not_skin/not_skin_1872.jpg,not_skin
data/raw/not_skin/not_skin_2537.jpg,not_skin
data/raw/dermnet/train/Nail Fungus and other Nail Disease/alopecia-areata-27.jpg,skin
data/raw/dermnet/test/Eczema Photos/eczema-fingertips-143.jpg,skin
data/raw/not_skin/not_skin_1158.jpg,not_skin
data/raw/not_skin/not_skin_1133.jpg,not_skin
data/raw/not_skin/not_skin_1536.jpg,not_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/melanoma-mimic-16.jpg,skin
data/raw/not_skin/not_skin_1919.jpg,not_skin
data/raw/not_skin/not_skin_1175.jpg,not_skin
data/raw/dermnet/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-pigmented-3.jpg,skin
data/raw/not_skin/not_skin_2956.jpg,not_skin
data/raw/not_skin/not_skin_1754.jpg,not_skin
data/raw/dermnet/test/Vasculitis Photos/erythema-nodosum-29.jpg,skin
data/raw/dermnet/test/Herpes HPV and other STDs Photos/syphilis-21.jpg,skin
data/raw/not_skin/not_skin_1473.jpg,not_skin
data/raw/not_skin/not_skin_2583.jpg,not_skin
data/raw/not_skin/not_skin_1297.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0032516.jpg,skin
data/raw/dermnet/train/Acne and Rosacea Photos/23VesselsNose1.jpg,skin
data/raw/dermnet/test/Herpes HPV and other STDs Photos/molluscum-contagiosum-154.jpg,skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-type-1-recurrent-81.jpg,skin
data/raw/dermnet/train/Tinea Ringworm Candidiasis and other Fungal Infections/perleche-47.jpg,skin
data/raw/not_skin/not_skin_1613.jpg,not_skin
data/raw/not_skin/not_skin_0305.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0024966.jpg,skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0025696.jpg,skin
data/raw/not_skin/not_skin_2374.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0026788.jpg,skin
data/raw/dermnet/train/Tinea Ringworm Candidiasis and other Fungal Infections/tinea-foot-plantar-6.jpg,skin
data/raw/dermnet/test/Nail Fungus and other Nail Disease/nail-melanoma-4.jpg,skin
data/raw/not_skin/not_skin_2759.jpg,not_skin
data/raw/dermnet/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/paget-disease-breast-14.jpg,skin
data/raw/not_skin/not_skin_1202.jpg,not_skin
data/raw/not_skin/not_skin_0849.jpg,not_skin
data/raw/dermnet/train/Exanthems and Drug Eruptions/exfoliative-dermatitis-2.jpg,skin
data/raw/dermnet/train/Light Diseases and Disorders of Pigmentation/porphyrias-66.jpg,skin
data/raw/not_skin/not_skin_2732.jpg,not_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-closed-comedo-14.jpg,skin
data/raw/not_skin/not_skin_2607.jpg,not_skin
data/raw/not_skin/not_skin_2511.jpg,not_skin
data/raw/not_skin/not_skin_2103.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0025211.jpg,skin
data/raw/not_skin/not_skin_0474.jpg,not_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/eczema-herpeticum-13.jpg,skin
data/raw/not_skin/not_skin_2628.jpg,not_skin
data/raw/not_skin/not_skin_0791.jpg,not_skin
data/raw/not_skin/not_skin_1323.jpg,not_skin
data/raw/not_skin/not_skin_2722.jpg,not_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-digitate-32.jpg,skin
data/raw/not_skin/not_skin_2912.jpg,not_skin
data/raw/dermnet/train/Nail Fungus and other Nail Disease/psoriasis-108.jpg,skin
data/raw/not_skin/not_skin_1067.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0029105.jpg,skin
data/raw/dermnet/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-15.jpg,skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0028207.jpg,skin
data/raw/not_skin/not_skin_2618.jpg,not_skin
data/raw/not_skin/not_skin_1853.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0029985.jpg,skin
data/raw/not_skin/not_skin_2384.jpg,not_skin
data/raw/not_skin/not_skin_1873.jpg,not_skin
data/raw/dermnet/train/Light Diseases and Disorders of Pigmentation/vitiligo-23.jpg,skin
data/raw/not_skin/not_skin_1762.jpg,not_skin
data/raw/not_skin/not_skin_1281.jpg,not_skin
data/raw/not_skin/not_skin_2273.jpg,not_skin
data/raw/not_skin/not_skin_2576.jpg,not_skin
data/raw/not_skin/not_skin_1492.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0030813.jpg,skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-14.jpg,skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0027188.jpg,skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-203.jpg,skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0024715.jpg,skin
data/raw/not_skin/not_skin_1246.jpg,not_skin
data/raw/dermnet/train/Melanoma Skin Cancer Nevi and Moles/congenital-nevus-29.jpg,skin
data/raw/not_skin/not_skin_1611.jpg,not_skin
data/raw/not_skin/not_skin_2132.jpg,not_skin
data/raw/dermnet/test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-20.jpg,skin
data/raw/not_skin/not_skin_0262.jpg,not_skin
data/raw/dermnet/train/Herpes HPV and other STDs Photos/AIDS-39.jpg,skin
data/raw/dermnet/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-pigmented-41.jpg,skin
data/raw/not_skin/not_skin_0547.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_1/ISIC_0025415.jpg,skin
data/raw/not_skin/not_skin_0916.jpg,not_skin
data/raw/dermnet/test/Cellulitis Impetigo and other Bacterial Infections/atypical-mycobacterium-13.jpg,skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0029734.jpg,skin
data/raw/not_skin/not_skin_0140.jpg,not_skin
data/raw/ham10000/HAM10000_images_part_2/ISIC_0032016.jpg,skin
data/raw/not_skin/not_skin_2754.jpg,not_skin
data/raw/not_skin/not_skin_1303.jpg,not_skin
data/raw/not_skin/not_skin_0134.jpg,not_skin
data/raw/dermnet/train/Tinea Ringworm Candidiasis and other Fungal Infections/erosio-interdigitalis-blastomycetica-4.jpg,skin
