filepath,label
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-35.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-77.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/rosacea-nose-18.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/black-heel-12.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-41.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-flat-43.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-cutaneous-124.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-22.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05Atopic0712046.jpg,eczema
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/keloids-79.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-common-88.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/porokeratosis-61.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-25.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-infantile-2.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/molluscum-contagiosum-149.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/fordyce-spots-2.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Drug-2.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-105.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/rosacea-nose-9.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-165.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Nitidus-15.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/syringoma-41.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-51.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/perioral-dermatitis-133.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/black-heel-13.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-cutaneous-19.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-98.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatosis-papulosa-nigra-1.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/07rhnophymas0321051.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-167.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-inversus-2.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/collagenoma-1.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-cystic-139.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-141.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-type-1-recurrent-45.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05AtopicChild010120.jpg,eczema
data/raw/dermnet/test/Acne and Rosacea Photos/rosacea-nose-37.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-56.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-31.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-cystic-137.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-16.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-117.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-132.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-closed-comedo-16.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-cystic-98.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-128.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-open-comedo-1.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-86.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-140.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-143.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-105.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/08PsoriasisGroin.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-30.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-183.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-type-1-recurrent-84.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/hidradenitis-suppurativa-47.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-flat-30.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-cystic-131.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05atopic011005323.jpg,eczema
data/raw/dermnet/train/Atopic Dermatitis Photos/IchthosisIMG031-GP3.jpg,eczema
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/keloids-13.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-27.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/keloids-27.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-pustular-36.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/perioral-dermatitis-89.jpg,other_skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/warts-cryotherapy-33.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-16.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05SexLinkedEchthyosis02232.jpg,eczema
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-digitate-62.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-183.jpg,other_skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/varicella-20.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-24.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05atopicFoot0801052.jpg,eczema
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-139.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-30.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/melanoma-mimic-12.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/hidradenitis-suppurativa-61.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-41.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-immunocompromised-2.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-129.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-common-85.jpg,other_skin
data/raw/dermnet/test/Atopic Dermatitis Photos/05AtopicFace010504ok.jpg,eczema
data/raw/dermnet/train/Atopic Dermatitis Photos/05pityriasisAlba94-GP3.jpg,eczema
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-plantar-10.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-69.jpg,other_skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/warts-periungual-13.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/erythrokeratodermia-variabilis-4.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-open-comedo-20.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-157.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-46.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/08PsoriasisPitting1.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-digitate-28.jpg,other_skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/warts-flat-52.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/varicella-44.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-36.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/hidradenitis-suppurativa-90.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-162.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-101.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/molluscum-contagiosum-160.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-2.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/molluscum-contagiosum-3.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-178.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-140.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-133.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-closed-comedo-25.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/keloids-62.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-8.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-37.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/epidermal-nevus-inflammatory-2.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/molluscum-contagiosum-131.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/varicella-30.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/hidradenitis-suppurativa-11.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-41.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-penis-15.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Penis-23.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/varicella-29.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/perioral-dermatitis-29.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-94.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/rosacea-nose-48.jpg,other_skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/molluscum-contagiosum-168.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-154.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05Atopic12014.jpg,eczema
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-127.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-167.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/perioral-dermatitis-101.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-130.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-117.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-type-1-recurrent-62.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-cystic-19.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/08SebDErmPresternal.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-116.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-41.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Axillary-Granular-Parakeratosis-6.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-cutaneous-131.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-38.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-6.jpg,other_skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/warts-plantar-79.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-190.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/rosacea-50.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/black-heel-5.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-154.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-zoster-124.jpg,other_skin
data/raw/dermnet/test/Atopic Dermatitis Photos/05atopic1107051.jpg,eczema
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-29.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05atopic050806.jpg,eczema
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-33.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-zoster-126.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-35.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-open-comedo-2.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-pustular-21.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-78.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-85.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05keratosisPilaris0807062.jpg,eczema
data/raw/dermnet/train/Atopic Dermatitis Photos/05atopicFeet0823049.jpg,eczema
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-18.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/corns-36.jpg,other_skin
data/raw/dermnet/test/Atopic Dermatitis Photos/14IMG010.jpg,eczema
data/raw/dermnet/test/Atopic Dermatitis Photos/05Atopic031011.jpg,eczema
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-131.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-163.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-97.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05AtopicPapules.jpg,eczema
data/raw/dermnet/train/Acne and Rosacea Photos/perioral-dermatitis-4.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-38.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-9.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05KeratosisPilaris32.jpg,eczema
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-flat-58.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/epidermal-nevus-68.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-31.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-cystic-36.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-154.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-49.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/milia-13.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/milia-19.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-plantar-2.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-19.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-buttocks-33.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-zoster-199.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-21.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05Atopic0322042.jpg,eczema
data/raw/dermnet/train/Atopic Dermatitis Photos/05child0612053.jpg,eczema
data/raw/dermnet/train/Atopic Dermatitis Photos/05KeratosisPilaris0510044.jpg,eczema
data/raw/dermnet/test/Acne and Rosacea Photos/hidradenitis-suppurativa-107.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/keloids-7.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-63.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/corns-22.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/perioral-dermatitis-51.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-penis-12.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/5T-0007.jpg,eczema
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-type-1-recurrent-68.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/syringoma-26.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/08psoriasisIntertrig020606.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/07PerlecheAccutane.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-cystic-87.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-cystic-27.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/hidradenitis-suppurativa-106.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/20PilarCyst1.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-excoriated-10.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-zoster-143.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/rosacea-78.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/hidradenitis-suppurativa-97.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/perioral-dermatitis-123.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05keratosisPilaris080706.jpg,eczema
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-129.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/07VascularFace0120.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-42.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/08PsoriasisOilSpot.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/07PerioralDermEye.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-130.jpg,other_skin
data/raw/dermnet/test/Atopic Dermatitis Photos/05atopic0313064.jpg,eczema
data/raw/dermnet/test/Acne and Rosacea Photos/perioral-dermatitis-57.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-123.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/4th1IMG016.jpg,eczema
data/raw/dermnet/train/Acne and Rosacea Photos/rosacea-steroid-6.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-54.jpg,other_skin
data/raw/dermnet/train/Atopic Dermatitis Photos/05Eczema10062.jpg,eczema
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-43.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-closed-comedo-1.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-190.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-160.jpg,other_skin
data/raw/dermnet/test/Warts Molluscum and other Viral Infections/corns-31.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-common-39.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-76.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-excoriated-22.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/corns-4.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatosis-papulosa-nigra-3.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-35.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-164.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Penis-1.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-142.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-zoster-128.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-treatment-10.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/syringoma-45.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/kyrle-disease-10.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-97.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-infantile-12.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/rosacea-117.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/rosacea-nose-34.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/calcifying-epithelioma-2.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-cryotherapy-27.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/black-heel-2.jpg,other_skin
data/raw/dermnet/test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-28.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/warts-plantar-12.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-simplex-49.jpg,other_skin
data/raw/dermnet/test/Acne and Rosacea Photos/acne-excoriated-19.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-41.jpg,other_skin
data/raw/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-182.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-zoster-10.jpg,other_skin
data/raw/dermnet/train/Warts Molluscum and other Viral Infections/herpes-cutaneous-130.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-40.jpg,other_skin
data/raw/dermnet/test/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Drug-20.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-8.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-open-comedo-41.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/acne-cystic-51.jpg,other_skin
data/raw/dermnet/train/Acne and Rosacea Photos/rosacea-30.jpg,other_skin
data/raw/dermnet/train/Seborrheic Keratoses and other Benign Tumors/keloids-31.jpg,other_skin
